date,open,high,low,close,volume,log_close,log_returns,RV_5,RV_10,RV_20,RV_30,is_tet_period,day_of_week,is_monday,is_friday,is_month_end,overnight,parkinson,gk,close_to_close
2006-11-21,3.86,4.83,3.83,4.34,56500,1.4678743481123135,0.0,,,,,0,1,0,0,0,0.0,0.019409836092708254,0.02160102002939787,0.0
2006-11-22,4.61,4.61,4.18,4.34,62300,1.4678743481123135,0.0,,,,,0,2,0,0,0,0.003642546036088963,0.0034580183239579475,0.003386736309291379,0.0
2006-11-23,4.67,4.67,4.18,4.6,69900,1.5260563034950492,0.05818195538273563,,,,,0,3,0,0,0,0.00537065070851036,0.004431685175888637,0.006055508895450605,0.003385139932158646
2006-11-24,4.51,4.89,4.51,4.83,63600,1.5748464676644813,0.04879016416943216,,,,,0,4,0,1,0,0.0003904240079504046,0.0023602582079816155,0.0014568121695336502,0.0023804801196801303
2006-11-27,4.72,5.19,4.34,4.57,42400,1.5195132049061133,-0.05533326275836803,0.04553590811966768,,,,0,0,1,0,1,0.0005307341499660744,0.011538194068064162,0.015592426255339343,0.0030617699674865884
2006-11-28,4.83,4.83,4.51,4.57,19800,1.5195132049061133,0.0,0.04553590811966768,,,,0,1,0,0,1,0.0030617699674865967,0.0016948090543428718,0.0011667597617241578,0.0
2006-11-29,4.51,4.57,4.28,4.28,30900,1.4539530095937054,-0.06556019531240787,0.05719870736191621,,,,0,2,0,0,1,0.0001746640143834692,0.001550226030613335,0.0010906580524156861,0.0042981392094010775
2006-11-30,4.25,4.34,4.15,4.28,66200,1.4539530095937054,0.0,0.04663853636823066,,,,0,3,0,0,1,4.947753101673313e-05,0.0007227887719906252,0.000982885107657476,0.0
2006-12-01,4.28,4.28,4.18,4.18,59300,1.430311246536665,-0.023641763057040466,0.030580860468761968,,,,0,4,0,1,0,0.0,0.00020159245255593907,6.355382935857964e-05,0.0005589329604452522
2006-12-04,4.22,4.22,4.02,4.18,89500,1.430311246536665,0.0,0.028573039278563594,0.03879198589796815,,,0,0,1,0,0,9.070431904043513e-05,0.0008502579843463849,0.0011436692822220185,0.0
2006-12-05,4.05,4.05,3.86,3.96,111400,1.3762440252663892,-0.054067221270275745,0.03031140469694271,0.04185705170720382,,,0,1,0,0,0,0.0009982039261798368,0.0008327139993538187,0.0009592967701972435,0.0029232644158889536
2006-12-06,3.86,4.05,3.86,4.05,81800,1.3987168811184478,0.022472855852058604,0.029056069282916496,0.04299157582998388,,,0,2,0,0,0,0.0006541748359327732,0.0008327139993538187,0.00026252055941800197,0.0005050292501474034
2006-12-07,4.02,4.33,4.02,4.33,24200,1.4655675420143985,0.06685066089595071,0.04590549535740992,0.04451059519151778,,,0,3,0,0,0,5.527890510985679e-05,0.0019903262876121344,0.0006274682194051628,0.004469010862225416
2006-12-08,4.67,4.67,4.38,4.54,48500,1.5129270120532565,0.04735947003885799,0.04683788794406927,0.04431661861554008,,,0,4,0,1,0,0.005714079357307359,0.0014824184333543729,0.0017471727070329228,0.0022429194023615103
